rsi_min,rsi_max,entry_cutoff,risk_reward_ratio,volume_multiplier,trades,wins,losses,target_exits,stop_loss_exits,day_end_exits,win_rate,net_pnl,return_percent,profit_factor,max_drawdown,max_drawdown_percent,average_net_pnl,ending_capital
52,72,12:00,2.5,1.0,14,4,10,0,2,12,28.57,-2149.85,-2.1498,0.2379,2501.53,2.5015,-153.56,97850.15
52,72,12:00,2.5,1.1,13,4,9,0,2,11,30.77,-1950.7,-1.9507,0.2559,2312.38,2.3124,-150.05,98049.3
52,72,12:00,2.5,1.2,10,2,8,0,2,8,20.0,-2264.18,-2.2642,0.0954,2417.03,2.417,-226.42,97735.82
52,72,13:00,1.5,1.0,19,5,14,0,3,16,26.32,-3018.86,-3.0189,0.2488,3569.09,3.5691,-158.89,96981.14
52,72,13:00,1.5,1.1,19,5,14,0,3,16,26.32,-3053.16,-3.0532,0.2467,3613.39,3.6134,-160.69,96946.84
52,72,13:00,1.5,1.2,19,5,14,0,3,16,26.32,-3074.2,-3.0742,0.2429,3632.02,3.632,-161.8,96925.8
52,72,13:00,2.0,1.0,19,5,14,0,3,16,26.32,-3018.86,-3.0189,0.2488,3569.09,3.5691,-158.89,96981.14
52,72,13:00,2.0,1.1,19,5,14,0,3,16,26.32,-3053.16,-3.0532,0.2467,3613.39,3.6134,-160.69,96946.84
52,72,13:00,2.0,1.2,19,5,14,0,3,16,26.32,-3074.2,-3.0742,0.2429,3632.02,3.632,-161.8,96925.8
52,72,13:00,2.5,1.0,19,5,14,0,3,16,26.32,-3018.86,-3.0189,0.2488,3569.09,3.5691,-158.89,96981.14
52,72,13:00,2.5,1.1,19,5,14,0,3,16,26.32,-3053.16,-3.0532,0.2467,3613.39,3.6134,-160.69,96946.84
52,72,13:00,2.5,1.2,19,5,14,0,3,16,26.32,-3074.2,-3.0742,0.2429,3632.02,3.632,-161.8,96925.8
52,72,15:00,1.5,1.0,29,11,18,0,3,26,37.93,-2236.63,-2.2366,0.4861,3598.29,3.5983,-77.13,97763.37
52,72,15:00,1.5,1.1,29,11,18,0,3,26,37.93,-2335.76,-2.3358,0.4662,3631.94,3.6319,-80.54,97664.24
52,72,15:00,1.5,1.2,29,11,18,0,3,26,37.93,-2356.8,-2.3568,0.4623,3650.57,3.6506,-81.27,97643.2
52,72,15:00,2.0,1.0,29,11,18,0,3,26,37.93,-2236.63,-2.2366,0.4861,3598.29,3.5983,-77.13,97763.37
52,72,15:00,2.0,1.1,29,11,18,0,3,26,37.93,-2335.76,-2.3358,0.4662,3631.94,3.6319,-80.54,97664.24
52,72,15:00,2.0,1.2,29,11,18,0,3,26,37.93,-2356.8,-2.3568,0.4623,3650.57,3.6506,-81.27,97643.2
52,72,15:00,2.5,1.0,29,11,18,0,3,26,37.93,-2236.63,-2.2366,0.4861,3598.29,3.5983,-77.13,97763.37
52,72,15:00,2.5,1.1,29,11,18,0,3,26,37.93,-2335.76,-2.3358,0.4662,3631.94,3.6319,-80.54,97664.24
52,72,15:00,2.5,1.2,29,11,18,0,3,26,37.93,-2356.8,-2.3568,0.4623,3650.57,3.6506,-81.27,97643.2
55,68,11:00,1.5,1.0,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,1.5,1.1,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,1.5,1.2,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,2.0,1.0,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,2.0,1.1,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,2.0,1.2,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,2.5,1.0,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,2.5,1.1,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,11:00,2.5,1.2,2,1,1,0,0,2,50.0,14.31,0.0143,1.1995,71.73,0.0717,7.16,100014.31
55,68,12:00,1.5,1.0,12,4,8,0,1,11,33.33,-1369.2,-1.3692,0.28,1592.21,1.5922,-114.1,98630.8
55,68,12:00,1.5,1.1,11,4,7,0,1,10,36.36,-1169.61,-1.1696,0.3128,1392.62,1.3926,-106.33,98830.39
55,68,12:00,1.5,1.2,8,2,6,0,1,7,25.0,-1491.64,-1.4916,0.063,1505.82,1.5058,-186.45,98508.36
55,68,12:00,2.0,1.0,12,4,8,0,1,11,33.33,-1369.2,-1.3692,0.28,1592.21,1.5922,-114.1,98630.8
55,68,12:00,2.0,1.1,11,4,7,0,1,10,36.36,-1169.61,-1.1696,0.3128,1392.62,1.3926,-106.33,98830.39
55,68,12:00,2.0,1.2,8,2,6,0,1,7,25.0,-1491.64,-1.4916,0.063,1505.82,1.5058,-186.45,98508.36
55,68,12:00,2.5,1.0,12,4,8,0,1,11,33.33,-1369.2,-1.3692,0.28,1592.21,1.5922,-114.1,98630.8
55,68,12:00,2.5,1.1,11,4,7,0,1,10,36.36,-1169.61,-1.1696,0.3128,1392.62,1.3926,-106.33,98830.39
55,68,12:00,2.5,1.2,8,2,6,0,1,7,25.0,-1491.64,-1.4916,0.063,1505.82,1.5058,-186.45,98508.36
55,68,13:00,1.5,1.0,17,5,12,0,2,15,29.41,-2269.51,-2.2695,0.2751,2657.44,2.6574,-133.5,97730.49
55,68,13:00,1.5,1.1,16,5,11,0,2,14,31.25,-2146.32,-2.1463,0.2864,2698.35,2.6983,-134.14,97853.68
55,68,13:00,1.5,1.2,16,5,11,0,2,14,31.25,-2279.63,-2.2796,0.2419,2709.03,2.709,-142.48,97720.37
55,68,13:00,2.0,1.0,17,5,12,0,2,15,29.41,-2269.51,-2.2695,0.2751,2657.44,2.6574,-133.5,97730.49
55,68,13:00,2.0,1.1,16,5,11,0,2,14,31.25,-2146.32,-2.1463,0.2864,2698.35,2.6983,-134.14,97853.68
55,68,13:00,2.0,1.2,16,5,11,0,2,14,31.25,-2279.63,-2.2796,0.2419,2709.03,2.709,-142.48,97720.37
55,68,13:00,2.5,1.0,17,5,12,0,2,15,29.41,-2269.51,-2.2695,0.2751,2657.44,2.6574,-133.5,97730.49
55,68,13:00,2.5,1.1,16,5,11,0,2,14,31.25,-2146.32,-2.1463,0.2864,2698.35,2.6983,-134.14,97853.68
55,68,13:00,2.5,1.2,16,5,11,0,2,14,31.25,-2279.63,-2.2796,0.2419,2709.03,2.709,-142.48,97720.37
55,68,15:00,1.5,1.0,28,11,17,0,2,26,39.29,-1914.65,-1.9146,0.4975,3057.31,3.0573,-68.38,98085.35
55,68,15:00,1.5,1.1,28,11,17,0,2,26,39.29,-1985.46,-1.9855,0.4856,3088.27,3.0883,-70.91,98014.54
55,68,15:00,1.5,1.2,27,11,16,0,2,25,40.74,-1826.8,-1.8268,0.4765,2729.89,2.7299,-67.66,98173.2
55,68,15:00,2.0,1.0,28,11,17,0,2,26,39.29,-1914.65,-1.9146,0.4975,3057.31,3.0573,-68.38,98085.35
55,68,15:00,2.0,1.1,28,11,17,0,2,26,39.29,-1985.46,-1.9855,0.4856,3088.27,3.0883,-70.91,98014.54
55,68,15:00,2.0,1.2,27,11,16,0,2,25,40.74,-1826.8,-1.8268,0.4765,2729.89,2.7299,-67.66,98173.2
55,68,15:00,2.5,1.0,28,11,17,0,2,26,39.29,-1914.65,-1.9146,0.4975,3057.31,3.0573,-68.38,98085.35
55,68,15:00,2.5,1.1,28,11,17,0,2,26,39.29,-1985.46,-1.9855,0.4856,3088.27,3.0883,-70.91,98014.54
55,68,15:00,2.5,1.2,27,11,16,0,2,25,40.74,-1826.8,-1.8268,0.4765,2729.89,2.7299,-67.66,98173.2
55,70,11:00,1.5,1.0,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,1.5,1.1,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,1.5,1.2,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,2.0,1.0,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,2.0,1.1,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,2.0,1.2,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,2.5,1.0,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,2.5,1.1,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,11:00,2.5,1.2,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,70,12:00,1.5,1.0,14,4,10,0,2,12,28.57,-2293.49,-2.2935,0.1884,2506.5,2.5065,-163.82,97706.51
55,70,12:00,1.5,1.1,12,4,8,0,2,10,33.33,-1772.82,-1.7728,0.2309,1995.83,1.9958,-147.74,98227.18
55,70,12:00,1.5,1.2,9,2,7,0,2,7,22.22,-2094.85,-2.0948,0.0457,2109.03,2.109,-232.76,97905.15
55,70,12:00,2.0,1.0,14,4,10,0,2,12,28.57,-2293.49,-2.2935,0.1884,2506.5,2.5065,-163.82,97706.51
55,70,12:00,2.0,1.1,12,4,8,0,2,10,33.33,-1772.82,-1.7728,0.2309,1995.83,1.9958,-147.74,98227.18
55,70,12:00,2.0,1.2,9,2,7,0,2,7,22.22,-2094.85,-2.0948,0.0457,2109.03,2.109,-232.76,97905.15
55,70,12:00,2.5,1.0,14,4,10,0,2,12,28.57,-2293.49,-2.2935,0.1884,2506.5,2.5065,-163.82,97706.51
55,70,12:00,2.5,1.1,12,4,8,0,2,10,33.33,-1772.82,-1.7728,0.2309,1995.83,1.9958,-147.74,98227.18
55,70,12:00,2.5,1.2,9,2,7,0,2,7,22.22,-2094.85,-2.0948,0.0457,2109.03,2.109,-232.76,97905.15
55,70,13:00,1.5,1.0,19,5,14,0,3,16,26.32,-3186.54,-3.1865,0.2128,3564.47,3.5645,-167.71,96813.46
55,70,13:00,1.5,1.1,17,5,12,0,3,14,29.41,-2749.53,-2.7495,0.2385,3301.56,3.3016,-161.74,97250.47
55,70,13:00,1.5,1.2,17,5,12,0,3,14,29.41,-2882.84,-2.8828,0.2015,3312.24,3.3122,-169.58,97117.16
55,70,13:00,2.0,1.0,19,5,14,0,3,16,26.32,-3186.54,-3.1865,0.2128,3564.47,3.5645,-167.71,96813.46
55,70,13:00,2.0,1.1,17,5,12,0,3,14,29.41,-2749.53,-2.7495,0.2385,3301.56,3.3016,-161.74,97250.47
55,70,13:00,2.0,1.2,17,5,12,0,3,14,29.41,-2882.84,-2.8828,0.2015,3312.24,3.3122,-169.58,97117.16
55,70,13:00,2.5,1.0,19,5,14,0,3,16,26.32,-3186.54,-3.1865,0.2128,3564.47,3.5645,-167.71,96813.46
55,70,13:00,2.5,1.1,17,5,12,0,3,14,29.41,-2749.53,-2.7495,0.2385,3301.56,3.3016,-161.74,97250.47
55,70,13:00,2.5,1.2,17,5,12,0,3,14,29.41,-2882.84,-2.8828,0.2015,3312.24,3.3122,-169.58,97117.16
55,70,15:00,1.5,1.0,29,11,18,0,3,26,37.93,-2461.13,-2.4611,0.4351,3593.79,3.5938,-84.87,97538.87
55,70,15:00,1.5,1.1,29,11,18,0,3,26,37.93,-2582.34,-2.5823,0.42,3681.04,3.681,-89.05,97417.66
55,70,15:00,1.5,1.2,28,11,17,0,3,25,39.29,-2420.66,-2.4207,0.4069,3321.75,3.3217,-86.45,97579.34
55,70,15:00,2.0,1.0,29,11,18,0,3,26,37.93,-2461.13,-2.4611,0.4351,3593.79,3.5938,-84.87,97538.87
55,70,15:00,2.0,1.1,29,11,18,0,3,26,37.93,-2582.34,-2.5823,0.42,3681.04,3.681,-89.05,97417.66
55,70,15:00,2.0,1.2,28,11,17,0,3,25,39.29,-2420.66,-2.4207,0.4069,3321.75,3.3217,-86.45,97579.34
55,70,15:00,2.5,1.0,29,11,18,0,3,26,37.93,-2461.13,-2.4611,0.4351,3593.79,3.5938,-84.87,97538.87
55,70,15:00,2.5,1.1,29,11,18,0,3,26,37.93,-2582.34,-2.5823,0.42,3681.04,3.681,-89.05,97417.66
55,70,15:00,2.5,1.2,28,11,17,0,3,25,39.29,-2420.66,-2.4207,0.4069,3321.75,3.3217,-86.45,97579.34
55,72,11:00,1.5,1.0,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,1.5,1.1,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,1.5,1.2,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,2.0,1.0,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,2.0,1.1,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,2.0,1.2,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,2.5,1.0,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,2.5,1.1,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,11:00,2.5,1.2,3,1,2,0,1,2,33.33,-602.57,-0.6026,0.1249,688.61,0.6886,-200.86,99397.43
55,72,12:00,1.5,1.0,14,4,10,0,2,12,28.57,-2288.52,-2.2885,0.1887,2501.53,2.5015,-163.47,97711.48
55,72,12:00,1.5,1.1,13,4,9,0,2,11,30.77,-2089.37,-2.0894,0.2031,2312.38,2.3124,-160.72,97910.63
55,72,12:00,1.5,1.2,10,2,8,0,2,8,20.0,-2402.85,-2.4029,0.04,2417.03,2.417,-240.29,97597.15
55,72,12:00,2.0,1.0,14,4,10,0,2,12,28.57,-2288.52,-2.2885,0.1887,2501.53,2.5015,-163.47,97711.48
55,72,12:00,2.0,1.1,13,4,9,0,2,11,30.77,-2089.37,-2.0894,0.2031,2312.38,2.3124,-160.72,97910.63
55,72,12:00,2.0,1.2,10,2,8,0,2,8,20.0,-2402.85,-2.4029,0.04,2417.03,2.417,-240.29,97597.15
55,72,12:00,2.5,1.0,14,4,10,0,2,12,28.57,-2288.52,-2.2885,0.1887,2501.53,2.5015,-163.47,97711.48
55,72,12:00,2.5,1.1,13,4,9,0,2,11,30.77,-2089.37,-2.0894,0.2031,2312.38,2.3124,-160.72,97910.63
55,72,12:00,2.5,1.2,10,2,8,0,2,8,20.0,-2402.85,-2.4029,0.04,2417.03,2.417,-240.29,97597.15
55,72,13:00,1.5,1.0,19,5,14,0,3,16,26.32,-3181.57,-3.1816,0.2131,3559.5,3.5595,-167.45,96818.43
55,72,13:00,1.5,1.1,18,5,13,0,3,15,27.78,-3061.36,-3.0614,0.2196,3613.39,3.6134,-170.08,96938.64
55,72,13:00,1.5,1.2,18,5,13,0,3,15,27.78,-3185.08,-3.1851,0.1859,3614.48,3.6145,-176.95,96814.92
55,72,13:00,2.0,1.0,19,5,14,0,3,16,26.32,-3181.57,-3.1816,0.2131,3559.5,3.5595,-167.45,96818.43
55,72,13:00,2.0,1.1,18,5,13,0,3,15,27.78,-3061.36,-3.0614,0.2196,3613.39,3.6134,-170.08,96938.64
55,72,13:00,2.0,1.2,18,5,13,0,3,15,27.78,-3185.08,-3.1851,0.1859,3614.48,3.6145,-176.95,96814.92
55,72,13:00,2.5,1.0,19,5,14,0,3,16,26.32,-3181.57,-3.1816,0.2131,3559.5,3.5595,-167.45,96818.43
55,72,13:00,2.5,1.1,18,5,13,0,3,15,27.78,-3061.36,-3.0614,0.2196,3613.39,3.6134,-170.08,96938.64
55,72,13:00,2.5,1.2,18,5,13,0,3,15,27.78,-3185.08,-3.1851,0.1859,3614.48,3.6145,-176.95,96814.92
55,72,15:00,1.5,1.0,29,11,18,0,3,26,37.93,-2481.01,-2.481,0.4331,3588.82,3.5888,-85.55,97518.99
55,72,15:00,1.5,1.1,29,11,18,0,3,26,37.93,-2576.22,-2.5762,0.414,3622.47,3.6225,-88.84,97423.78
55,72,15:00,1.5,1.2,29,11,18,0,3,26,37.93,-2717.18,-2.7172,0.3829,3641.1,3.6411,-93.7,97282.82
55,72,15:00,2.0,1.0,29,11,18,0,3,26,37.93,-2481.01,-2.481,0.4331,3588.82,3.5888,-85.55,97518.99
55,72,15:00,2.0,1.1,29,11,18,0,3,26,37.93,-2576.22,-2.5762,0.414,3622.47,3.6225,-88.84,97423.78
55,72,15:00,2.0,1.2,29,11,18,0,3,26,37.93,-2717.18,-2.7172,0.3829,3641.1,3.6411,-93.7,97282.82
55,72,15:00,2.5,1.0,29,11,18,0,3,26,37.93,-2481.01,-2.481,0.4331,3588.82,3.5888,-85.55,97518.99
55,72,15:00,2.5,1.1,29,11,18,0,3,26,37.93,-2576.22,-2.5762,0.414,3622.47,3.6225,-88.84,97423.78
55,72,15:00,2.5,1.2,29,11,18,0,3,26,37.93,-2717.18,-2.7172,0.3829,3641.1,3.6411,-93.7,97282.82
