lookback_period,minimum_rsi,minimum_volume_ratio,stop_atr_multiplier,target_atr_multiplier,symbol,trades,win_rate,net_pnl,profit_factor
10,60.0,1.5,1.0,3.0,RELIANCE,36,27.78,-706.62,0.5566
10,60.0,1.5,1.0,3.0,TCS,32,28.12,-781.58,0.4075
10,60.0,1.5,1.0,3.0,INFY,19,21.05,-732.2,0.2919
10,60.0,1.5,1.0,3.0,HDFCBANK,29,13.79,-1232.74,0.1796
10,60.0,1.5,1.0,3.0,ICICIBANK,26,15.38,-1045.76,0.199
10,60.0,1.5,1.0,3.0,SBIN,42,21.43,-1597.59,0.2522
10,60.0,1.5,1.0,3.0,LT,30,20.0,-1017.0,0.3262
10,60.0,1.5,1.0,3.0,AXISBANK,23,39.13,33.52,1.0364
10,60.0,1.5,1.0,3.0,ITC,59,3.39,-3123.34,0.0665
10,60.0,1.5,1.0,3.0,BHARTIARTL,26,15.38,-1042.02,0.2276
10,60.0,1.5,1.2,2.0,RELIANCE,36,30.56,-984.21,0.4148
10,60.0,1.5,1.2,2.0,TCS,32,28.12,-1069.9,0.2647
10,60.0,1.5,1.2,2.0,INFY,19,31.58,-604.13,0.3843
10,60.0,1.5,1.2,2.0,HDFCBANK,29,27.59,-975.05,0.2921
10,60.0,1.5,1.2,2.0,ICICIBANK,26,19.23,-1180.23,0.1447
10,60.0,1.5,1.2,2.0,SBIN,42,26.19,-1728.95,0.2211
10,60.0,1.5,1.2,2.0,LT,30,23.33,-1220.38,0.2443
10,60.0,1.5,1.2,2.0,AXISBANK,23,52.17,57.14,1.0674
10,60.0,1.5,1.2,2.0,ITC,59,15.25,-2889.39,0.1283
10,60.0,1.5,1.2,2.0,BHARTIARTL,26,23.08,-974.26,0.2737
10,60.0,1.5,1.2,2.5,RELIANCE,36,30.56,-732.49,0.5658
10,60.0,1.5,1.2,2.5,TCS,32,28.12,-917.62,0.3694
10,60.0,1.5,1.2,2.5,INFY,19,21.05,-849.21,0.2622
10,60.0,1.5,1.2,2.5,HDFCBANK,29,24.14,-981.78,0.325
10,60.0,1.5,1.2,2.5,ICICIBANK,26,19.23,-1093.1,0.2078
10,60.0,1.5,1.2,2.5,SBIN,42,26.19,-1537.35,0.309
10,60.0,1.5,1.2,2.5,LT,30,23.33,-1072.02,0.3362
10,60.0,1.5,1.2,2.5,AXISBANK,23,43.48,73.31,1.0771
10,60.0,1.5,1.2,2.5,ITC,59,11.86,-2978.06,0.1205
10,60.0,1.5,1.2,2.5,BHARTIARTL,26,23.08,-877.04,0.3462
10,60.0,1.5,1.2,3.0,RELIANCE,36,30.56,-480.92,0.7158
10,60.0,1.5,1.2,3.0,TCS,32,28.12,-765.33,0.474
10,60.0,1.5,1.2,3.0,INFY,19,21.05,-764.73,0.3356
10,60.0,1.5,1.2,3.0,HDFCBANK,29,20.69,-1013.04,0.3353
10,60.0,1.5,1.2,3.0,ICICIBANK,26,15.38,-1136.68,0.2126
10,60.0,1.5,1.2,3.0,SBIN,42,21.43,-1623.31,0.3052
10,60.0,1.5,1.2,3.0,LT,30,20.0,-1085.81,0.3406
10,60.0,1.5,1.2,3.0,AXISBANK,23,34.78,-41.32,0.9588
10,60.0,1.5,1.2,3.0,ITC,59,10.17,-3024.7,0.122
10,60.0,1.5,1.2,3.0,BHARTIARTL,26,23.08,-763.22,0.431
12,50.0,1.0,1.0,2.0,RELIANCE,66,28.79,-2286.15,0.2137
12,50.0,1.0,1.0,2.0,TCS,46,26.09,-1568.85,0.2044
12,50.0,1.0,1.0,2.0,INFY,39,23.08,-1524.63,0.2477
12,50.0,1.0,1.0,2.0,HDFCBANK,54,18.52,-2280.13,0.1313
12,50.0,1.0,1.0,2.0,ICICIBANK,37,21.62,-1421.34,0.1715
12,50.0,1.0,1.0,2.0,SBIN,55,27.27,-1993.86,0.228
12,50.0,1.0,1.0,2.0,LT,52,34.62,-1213.84,0.4123
12,50.0,1.0,1.0,2.0,AXISBANK,46,39.13,-917.69,0.5341
12,50.0,1.0,1.0,2.0,ITC,71,8.45,-3675.97,0.0594
12,50.0,1.0,1.0,2.0,BHARTIARTL,47,12.77,-2451.41,0.0888
12,50.0,1.0,1.0,2.5,RELIANCE,66,27.27,-2083.23,0.2975
12,50.0,1.0,1.0,2.5,TCS,46,23.91,-1517.92,0.2555
12,50.0,1.0,1.0,2.5,INFY,39,20.51,-1491.17,0.2904
12,50.0,1.0,1.0,2.5,HDFCBANK,54,16.67,-2242.75,0.1656
12,50.0,1.0,1.0,2.5,ICICIBANK,37,18.92,-1434.78,0.1971
12,50.0,1.0,1.0,2.5,SBIN,55,25.45,-1833.2,0.3064
12,50.0,1.0,1.0,2.5,LT,52,30.77,-1129.67,0.4861
12,50.0,1.0,1.0,2.5,AXISBANK,46,36.96,-803.96,0.6088
12,50.0,1.0,1.0,2.5,ITC,71,5.63,-3761.78,0.0639
12,50.0,1.0,1.0,2.5,BHARTIARTL,47,12.77,-2347.99,0.1273
12,50.0,1.0,1.0,3.0,RELIANCE,66,24.24,-2075.13,0.3298
12,50.0,1.0,1.0,3.0,TCS,46,21.74,-1530.49,0.2745
12,50.0,1.0,1.0,3.0,INFY,39,12.82,-1865.7,0.1983
12,50.0,1.0,1.0,3.0,HDFCBANK,54,12.96,-2319.59,0.1611
12,50.0,1.0,1.0,3.0,ICICIBANK,37,18.92,-1319.43,0.2617
12,50.0,1.0,1.0,3.0,SBIN,55,20.0,-2142.91,0.2499
12,50.0,1.0,1.0,3.0,LT,52,26.92,-1228.46,0.4719
12,50.0,1.0,1.0,3.0,AXISBANK,46,32.61,-718.13,0.6642
12,50.0,1.0,1.0,3.0,ITC,71,4.23,-3924.28,0.0359
12,50.0,1.0,1.0,3.0,BHARTIARTL,47,12.77,-2283.42,0.1513
12,50.0,1.0,1.2,2.0,RELIANCE,66,36.36,-1480.52,0.4664
12,50.0,1.0,1.2,2.0,TCS,46,23.91,-1761.41,0.2173
12,50.0,1.0,1.2,2.0,INFY,39,23.08,-1596.4,0.2912
12,50.0,1.0,1.2,2.0,HDFCBANK,54,25.93,-1976.91,0.2497
12,50.0,1.0,1.2,2.0,ICICIBANK,37,21.62,-1561.26,0.1824
12,50.0,1.0,1.2,2.0,SBIN,55,27.27,-1959.91,0.2937
12,50.0,1.0,1.2,2.0,LT,52,34.62,-1200.29,0.4783
12,50.0,1.0,1.2,2.0,AXISBANK,46,43.48,-671.56,0.6714
12,50.0,1.0,1.2,2.0,ITC,71,14.08,-3625.79,0.1052
12,50.0,1.0,1.2,2.0,BHARTIARTL,47,21.28,-2133.26,0.1941
12,50.0,1.0,1.2,2.5,RELIANCE,66,33.33,-1343.94,0.5405
12,50.0,1.0,1.2,2.5,TCS,46,21.74,-1750.59,0.2486
12,50.0,1.0,1.2,2.5,INFY,39,12.82,-2089.44,0.1809
12,50.0,1.0,1.2,2.5,HDFCBANK,54,20.37,-2038.59,0.2651
12,50.0,1.0,1.2,2.5,ICICIBANK,37,21.62,-1414.76,0.2591
12,50.0,1.0,1.2,2.5,SBIN,55,21.82,-2103.78,0.2733
12,50.0,1.0,1.2,2.5,LT,52,28.85,-1368.77,0.4562
12,50.0,1.0,1.2,2.5,AXISBANK,46,39.13,-468.82,0.7798
12,50.0,1.0,1.2,2.5,ITC,71,12.68,-3689.17,0.1027
12,50.0,1.0,1.2,2.5,BHARTIARTL,47,21.28,-1976.99,0.2552
12,50.0,1.0,1.2,3.0,RELIANCE,66,31.82,-1165.35,0.6033
12,50.0,1.0,1.2,3.0,TCS,46,21.74,-1584.32,0.3199
12,50.0,1.0,1.2,3.0,INFY,39,12.82,-1967.3,0.2288
12,50.0,1.0,1.2,3.0,HDFCBANK,54,20.37,-1845.11,0.3373
12,50.0,1.0,1.2,3.0,ICICIBANK,37,18.92,-1480.57,0.2569
12,50.0,1.0,1.2,3.0,SBIN,55,18.18,-2193.77,0.2704
12,50.0,1.0,1.2,3.0,LT,52,25.0,-1354.65,0.4806
12,50.0,1.0,1.2,3.0,AXISBANK,46,32.61,-717.91,0.6841
12,50.0,1.0,1.2,3.0,ITC,71,12.68,-3620.07,0.1201
12,50.0,1.0,1.2,3.0,BHARTIARTL,47,21.28,-1853.11,0.3019
12,50.0,1.5,1.0,2.0,RELIANCE,38,28.95,-1292.48,0.2311
12,50.0,1.5,1.0,2.0,TCS,32,31.25,-940.06,0.2492
12,50.0,1.5,1.0,2.0,INFY,19,26.32,-714.25,0.2497
12,50.0,1.5,1.0,2.0,HDFCBANK,32,18.75,-1305.47,0.1538
12,50.0,1.5,1.0,2.0,ICICIBANK,27,14.81,-1218.1,0.0973
12,50.0,1.5,1.0,2.0,SBIN,36,25.0,-1472.54,0.1715
12,50.0,1.5,1.0,2.0,LT,32,25.0,-1104.68,0.2663
12,50.0,1.5,1.0,2.0,AXISBANK,23,47.83,-135.16,0.8398
12,50.0,1.5,1.0,2.0,ITC,55,5.45,-2997.41,0.0465
12,50.0,1.5,1.0,2.0,BHARTIARTL,26,11.54,-1292.86,0.094
12,50.0,1.5,1.0,2.5,RELIANCE,38,26.32,-1189.84,0.3135
12,50.0,1.5,1.0,2.5,TCS,32,28.12,-925.8,0.2981
12,50.0,1.5,1.0,2.5,INFY,19,21.05,-776.35,0.244
12,50.0,1.5,1.0,2.5,HDFCBANK,32,15.62,-1336.29,0.1712
12,50.0,1.5,1.0,2.5,ICICIBANK,27,14.81,-1152.98,0.1456
12,50.0,1.5,1.0,2.5,SBIN,36,25.0,-1337.81,0.2473
12,50.0,1.5,1.0,2.5,LT,32,21.88,-1075.39,0.3157
12,50.0,1.5,1.0,2.5,AXISBANK,23,43.48,-160.49,0.8273
12,50.0,1.5,1.0,2.5,ITC,55,5.45,-2938.88,0.0654
12,50.0,1.5,1.0,2.5,BHARTIARTL,26,11.54,-1237.67,0.1327
12,50.0,1.5,1.0,3.0,RELIANCE,38,26.32,-1021.17,0.4108
12,50.0,1.5,1.0,3.0,TCS,32,28.12,-802.34,0.3917
12,50.0,1.5,1.0,3.0,INFY,19,15.79,-886.43,0.1966
12,50.0,1.5,1.0,3.0,HDFCBANK,32,12.5,-1405.72,0.161
12,50.0,1.5,1.0,3.0,ICICIBANK,27,14.81,-1089.63,0.1925
12,50.0,1.5,1.0,3.0,SBIN,36,25.0,-1203.09,0.3231
12,50.0,1.5,1.0,3.0,LT,32,21.88,-1056.59,0.3276
12,50.0,1.5,1.0,3.0,AXISBANK,23,39.13,-100.73,0.8942
12,50.0,1.5,1.0,3.0,ITC,55,1.82,-3136.14,0.0229
12,50.0,1.5,1.0,3.0,BHARTIARTL,26,11.54,-1221.33,0.1441
12,50.0,1.5,1.2,2.0,RELIANCE,38,28.95,-1240.07,0.3103
12,50.0,1.5,1.2,2.0,TCS,32,28.12,-1086.54,0.2533
12,50.0,1.5,1.2,2.0,INFY,19,26.32,-743.17,0.2979
12,50.0,1.5,1.2,2.0,HDFCBANK,32,25.0,-1177.61,0.2502
12,50.0,1.5,1.2,2.0,ICICIBANK,27,18.52,-1226.86,0.1399
12,50.0,1.5,1.2,2.0,SBIN,36,30.56,-1345.32,0.2677
12,50.0,1.5,1.2,2.0,LT,32,25.0,-1180.11,0.2989
12,50.0,1.5,1.2,2.0,AXISBANK,23,52.17,13.87,1.016
12,50.0,1.5,1.2,2.0,ITC,55,12.73,-2940.18,0.0891
12,50.0,1.5,1.2,2.0,BHARTIARTL,26,19.23,-1137.01,0.2044
12,50.0,1.5,1.2,2.5,RELIANCE,38,28.95,-1018.29,0.4336
12,50.0,1.5,1.2,2.5,TCS,32,28.12,-938.38,0.3551
12,50.0,1.5,1.2,2.5,INFY,19,15.79,-1011.27,0.1766
12,50.0,1.5,1.2,2.5,HDFCBANK,32,21.88,-1174.95,0.2869
12,50.0,1.5,1.2,2.5,ICICIBANK,27,18.52,-1139.74,0.201
12,50.0,1.5,1.2,2.5,SBIN,36,30.56,-1148.18,0.3759
12,50.0,1.5,1.2,2.5,LT,32,25.0,-1117.71,0.3359
12,50.0,1.5,1.2,2.5,AXISBANK,23,47.83,165.8,1.1861
12,50.0,1.5,1.2,2.5,ITC,55,9.09,-3078.4,0.0669
12,50.0,1.5,1.2,2.5,BHARTIARTL,26,19.23,-1066.15,0.254
12,50.0,1.5,1.2,3.0,RELIANCE,38,28.95,-796.46,0.557
12,50.0,1.5,1.2,3.0,TCS,32,28.12,-790.23,0.4569
12,50.0,1.5,1.2,3.0,INFY,19,15.79,-949.79,0.2267
12,50.0,1.5,1.2,3.0,HDFCBANK,32,18.75,-1206.22,0.2975
12,50.0,1.5,1.2,3.0,ICICIBANK,27,14.81,-1183.32,0.2059
12,50.0,1.5,1.2,3.0,SBIN,36,25.0,-1235.88,0.3675
12,50.0,1.5,1.2,3.0,LT,32,21.88,-1131.49,0.3402
12,50.0,1.5,1.2,3.0,AXISBANK,23,39.13,40.67,1.0432
12,50.0,1.5,1.2,3.0,ITC,55,9.09,-3064.53,0.0714
12,50.0,1.5,1.2,3.0,BHARTIARTL,26,19.23,-978.69,0.3152
12,55.0,1.0,1.0,2.0,RELIANCE,66,28.79,-2286.15,0.2137
12,55.0,1.0,1.0,2.0,TCS,46,26.09,-1568.85,0.2044
12,55.0,1.0,1.0,2.0,INFY,39,23.08,-1524.63,0.2477
12,55.0,1.0,1.0,2.0,HDFCBANK,54,18.52,-2280.13,0.1313
12,55.0,1.0,1.0,2.0,ICICIBANK,37,21.62,-1421.34,0.1715
12,55.0,1.0,1.0,2.0,SBIN,55,27.27,-1993.86,0.228
12,55.0,1.0,1.0,2.0,LT,52,32.69,-1385.53,0.356
12,55.0,1.0,1.0,2.0,AXISBANK,45,37.78,-1041.94,0.4711
12,55.0,1.0,1.0,2.0,ITC,71,8.45,-3677.02,0.0593
12,55.0,1.0,1.0,2.0,BHARTIARTL,46,13.04,-2366.87,0.0917
12,55.0,1.0,1.0,2.5,RELIANCE,66,27.27,-2083.23,0.2975
12,55.0,1.0,1.0,2.5,TCS,46,23.91,-1517.92,0.2555
12,55.0,1.0,1.0,2.5,INFY,39,20.51,-1491.17,0.2904
12,55.0,1.0,1.0,2.5,HDFCBANK,54,16.67,-2242.75,0.1656
12,55.0,1.0,1.0,2.5,ICICIBANK,37,18.92,-1434.78,0.1971
12,55.0,1.0,1.0,2.5,SBIN,55,25.45,-1833.2,0.3064
12,55.0,1.0,1.0,2.5,LT,52,28.85,-1329.91,0.4178
12,55.0,1.0,1.0,2.5,AXISBANK,45,35.56,-874.97,0.5743
12,55.0,1.0,1.0,2.5,ITC,71,5.63,-3762.84,0.0639
12,55.0,1.0,1.0,2.5,BHARTIARTL,46,13.04,-2263.46,0.1314
12,55.0,1.0,1.0,3.0,RELIANCE,66,24.24,-2075.13,0.3298
12,55.0,1.0,1.0,3.0,TCS,46,21.74,-1530.49,0.2745
12,55.0,1.0,1.0,3.0,INFY,39,12.82,-1865.7,0.1983
12,55.0,1.0,1.0,3.0,HDFCBANK,54,12.96,-2319.59,0.1611
12,55.0,1.0,1.0,3.0,ICICIBANK,37,18.92,-1319.43,0.2617
12,55.0,1.0,1.0,3.0,SBIN,55,20.0,-2142.91,0.2499
12,55.0,1.0,1.0,3.0,LT,52,25.0,-1337.03,0.4458
12,55.0,1.0,1.0,3.0,AXISBANK,45,31.11,-785.49,0.6321
12,55.0,1.0,1.0,3.0,ITC,71,4.23,-3925.33,0.0359
12,55.0,1.0,1.0,3.0,BHARTIARTL,46,13.04,-2198.89,0.1562
12,55.0,1.0,1.2,2.0,RELIANCE,66,36.36,-1480.52,0.4664
12,55.0,1.0,1.2,2.0,TCS,46,23.91,-1761.41,0.2173
12,55.0,1.0,1.2,2.0,INFY,39,23.08,-1596.4,0.2912
12,55.0,1.0,1.2,2.0,HDFCBANK,54,25.93,-1976.91,0.2497
12,55.0,1.0,1.2,2.0,ICICIBANK,37,21.62,-1561.26,0.1824
12,55.0,1.0,1.2,2.0,SBIN,55,27.27,-1959.91,0.2937
12,55.0,1.0,1.2,2.0,LT,52,32.69,-1406.31,0.4136
12,55.0,1.0,1.2,2.0,AXISBANK,45,42.22,-742.58,0.6366
12,55.0,1.0,1.2,2.0,ITC,71,14.08,-3627.06,0.1052
12,55.0,1.0,1.2,2.0,BHARTIARTL,46,21.74,-2042.78,0.201
12,55.0,1.0,1.2,2.5,RELIANCE,66,33.33,-1343.94,0.5405
12,55.0,1.0,1.2,2.5,TCS,46,21.74,-1750.59,0.2486
12,55.0,1.0,1.2,2.5,INFY,39,12.82,-2089.44,0.1809
12,55.0,1.0,1.2,2.5,HDFCBANK,54,20.37,-2038.59,0.2651
12,55.0,1.0,1.2,2.5,ICICIBANK,37,21.62,-1414.76,0.2591
12,55.0,1.0,1.2,2.5,SBIN,55,21.82,-2103.78,0.2733
12,55.0,1.0,1.2,2.5,LT,52,26.92,-1472.76,0.4333
12,55.0,1.0,1.2,2.5,AXISBANK,45,37.78,-539.83,0.7464
12,55.0,1.0,1.2,2.5,ITC,71,12.68,-3690.44,0.1027
12,55.0,1.0,1.2,2.5,BHARTIARTL,46,21.74,-1886.51,0.2642
12,55.0,1.0,1.2,3.0,RELIANCE,66,31.82,-1165.35,0.6033
12,55.0,1.0,1.2,3.0,TCS,46,21.74,-1584.32,0.3199
12,55.0,1.0,1.2,3.0,INFY,39,12.82,-1967.3,0.2288
12,55.0,1.0,1.2,3.0,HDFCBANK,54,20.37,-1845.11,0.3373
12,55.0,1.0,1.2,3.0,ICICIBANK,37,18.92,-1480.57,0.2569
12,55.0,1.0,1.2,3.0,SBIN,55,18.18,-2193.77,0.2704
12,55.0,1.0,1.2,3.0,LT,52,23.08,-1458.64,0.4576
12,55.0,1.0,1.2,3.0,AXISBANK,45,31.11,-784.8,0.654
12,55.0,1.0,1.2,3.0,ITC,71,12.68,-3621.34,0.1201
12,55.0,1.0,1.2,3.0,BHARTIARTL,46,21.74,-1762.63,0.3125
12,55.0,1.5,1.0,2.0,RELIANCE,38,28.95,-1292.48,0.2311
12,55.0,1.5,1.0,2.0,TCS,32,31.25,-940.06,0.2492
12,55.0,1.5,1.0,2.0,INFY,19,26.32,-714.25,0.2497
12,55.0,1.5,1.0,2.0,HDFCBANK,32,18.75,-1305.47,0.1538
12,55.0,1.5,1.0,2.0,ICICIBANK,27,14.81,-1218.1,0.0973
12,55.0,1.5,1.0,2.0,SBIN,36,25.0,-1472.54,0.1715
12,55.0,1.5,1.0,2.0,LT,32,21.88,-1276.38,0.1981
12,55.0,1.5,1.0,2.0,AXISBANK,22,45.45,-251.71,0.6989
12,55.0,1.5,1.0,2.0,ITC,54,5.56,-2922.03,0.0476
12,55.0,1.5,1.0,2.0,BHARTIARTL,26,11.54,-1292.86,0.094
12,55.0,1.5,1.0,2.5,RELIANCE,38,26.32,-1189.84,0.3135
12,55.0,1.5,1.0,2.5,TCS,32,28.12,-925.8,0.2981
12,55.0,1.5,1.0,2.5,INFY,19,21.05,-776.35,0.244
12,55.0,1.5,1.0,2.5,HDFCBANK,32,15.62,-1336.29,0.1712
12,55.0,1.5,1.0,2.5,ICICIBANK,27,14.81,-1152.98,0.1456
12,55.0,1.5,1.0,2.5,SBIN,36,25.0,-1337.81,0.2473
12,55.0,1.5,1.0,2.5,LT,32,18.75,-1275.63,0.2304
12,55.0,1.5,1.0,2.5,AXISBANK,22,40.91,-227.47,0.7541
12,55.0,1.5,1.0,2.5,ITC,54,5.56,-2864.71,0.067
12,55.0,1.5,1.0,2.5,BHARTIARTL,26,11.54,-1237.67,0.1327
12,55.0,1.5,1.0,3.0,RELIANCE,38,26.32,-1021.17,0.4108
12,55.0,1.5,1.0,3.0,TCS,32,28.12,-802.34,0.3917
12,55.0,1.5,1.0,3.0,INFY,19,15.79,-886.43,0.1966
12,55.0,1.5,1.0,3.0,HDFCBANK,32,12.5,-1405.72,0.161
12,55.0,1.5,1.0,3.0,ICICIBANK,27,14.81,-1089.63,0.1925
12,55.0,1.5,1.0,3.0,SBIN,36,25.0,-1203.09,0.3231
12,55.0,1.5,1.0,3.0,LT,32,18.75,-1165.16,0.297
12,55.0,1.5,1.0,3.0,AXISBANK,22,36.36,-171.74,0.8196
12,55.0,1.5,1.0,3.0,ITC,54,1.85,-3059.53,0.0235
12,55.0,1.5,1.0,3.0,BHARTIARTL,26,11.54,-1221.33,0.1441
12,55.0,1.5,1.2,2.0,RELIANCE,38,28.95,-1240.07,0.3103
12,55.0,1.5,1.2,2.0,TCS,32,28.12,-1086.54,0.2533
12,55.0,1.5,1.2,2.0,INFY,19,26.32,-743.17,0.2979
12,55.0,1.5,1.2,2.0,HDFCBANK,32,25.0,-1177.61,0.2502
12,55.0,1.5,1.2,2.0,ICICIBANK,27,18.52,-1226.86,0.1399
12,55.0,1.5,1.2,2.0,SBIN,36,30.56,-1345.32,0.2677
12,55.0,1.5,1.2,2.0,LT,32,21.88,-1386.13,0.2216
12,55.0,1.5,1.2,2.0,AXISBANK,22,50.0,-57.14,0.9342
12,55.0,1.5,1.2,2.0,ITC,54,12.96,-2854.34,0.0916
12,55.0,1.5,1.2,2.0,BHARTIARTL,26,19.23,-1137.01,0.2044
12,55.0,1.5,1.2,2.5,RELIANCE,38,28.95,-1018.29,0.4336
12,55.0,1.5,1.2,2.5,TCS,32,28.12,-938.38,0.3551
12,55.0,1.5,1.2,2.5,INFY,19,15.79,-1011.27,0.1766
12,55.0,1.5,1.2,2.5,HDFCBANK,32,21.88,-1174.95,0.2869
12,55.0,1.5,1.2,2.5,ICICIBANK,27,18.52,-1139.74,0.201
12,55.0,1.5,1.2,2.5,SBIN,36,30.56,-1148.18,0.3759
12,55.0,1.5,1.2,2.5,LT,32,21.88,-1237.77,0.3049
12,55.0,1.5,1.2,2.5,AXISBANK,22,45.45,94.78,1.1064
12,55.0,1.5,1.2,2.5,ITC,54,9.26,-2992.54,0.0687
12,55.0,1.5,1.2,2.5,BHARTIARTL,26,19.23,-1066.15,0.254
12,55.0,1.5,1.2,3.0,RELIANCE,38,28.95,-796.46,0.557
12,55.0,1.5,1.2,3.0,TCS,32,28.12,-790.23,0.4569
12,55.0,1.5,1.2,3.0,INFY,19,15.79,-949.79,0.2267
12,55.0,1.5,1.2,3.0,HDFCBANK,32,18.75,-1206.22,0.2975
12,55.0,1.5,1.2,3.0,ICICIBANK,27,14.81,-1183.32,0.2059
12,55.0,1.5,1.2,3.0,SBIN,36,25.0,-1235.88,0.3675
12,55.0,1.5,1.2,3.0,LT,32,18.75,-1251.56,0.3095
12,55.0,1.5,1.2,3.0,AXISBANK,22,36.36,-30.35,0.9678
12,55.0,1.5,1.2,3.0,ITC,54,9.26,-2977.52,0.0734
12,55.0,1.5,1.2,3.0,BHARTIARTL,26,19.23,-978.69,0.3152
12,60.0,1.0,1.0,2.0,RELIANCE,61,31.15,-1974.03,0.2394
12,60.0,1.0,1.0,2.0,TCS,44,27.27,-1456.59,0.2168
12,60.0,1.0,1.0,2.0,INFY,36,25.0,-1337.14,0.2729
12,60.0,1.0,1.0,2.0,HDFCBANK,49,18.37,-2083.72,0.1284
12,60.0,1.0,1.0,2.0,ICICIBANK,35,22.86,-1315.75,0.1827
12,60.0,1.0,1.0,2.0,SBIN,54,27.78,-1920.12,0.2351
12,60.0,1.0,1.0,2.0,LT,49,34.69,-1166.34,0.3964
12,60.0,1.0,1.0,2.0,AXISBANK,44,38.64,-972.52,0.4883
12,60.0,1.0,1.0,2.0,ITC,70,8.57,-3629.28,0.0601
12,60.0,1.0,1.0,2.0,BHARTIARTL,44,13.64,-2225.6,0.097
12,60.0,1.0,1.0,2.5,RELIANCE,61,29.51,-1785.2,0.3307
12,60.0,1.0,1.0,2.5,TCS,44,25.0,-1405.65,0.2704
12,60.0,1.0,1.0,2.5,INFY,36,22.22,-1303.69,0.3189
12,60.0,1.0,1.0,2.5,HDFCBANK,49,16.33,-2060.11,0.1594
12,60.0,1.0,1.0,2.5,ICICIBANK,35,20.0,-1326.63,0.211
12,60.0,1.0,1.0,2.5,SBIN,54,25.93,-1760.71,0.3151
12,60.0,1.0,1.0,2.5,LT,49,30.61,-1110.72,0.4621
12,60.0,1.0,1.0,2.5,AXISBANK,44,36.36,-805.56,0.5944
12,60.0,1.0,1.0,2.5,ITC,70,5.71,-3715.09,0.0646
12,60.0,1.0,1.0,2.5,BHARTIARTL,44,13.64,-2122.18,0.1389
12,60.0,1.0,1.0,3.0,RELIANCE,61,26.23,-1771.66,0.3657
12,60.0,1.0,1.0,3.0,TCS,44,22.73,-1418.22,0.2899
12,60.0,1.0,1.0,3.0,INFY,36,13.89,-1674.08,0.2161
12,60.0,1.0,1.0,3.0,HDFCBANK,49,12.24,-2156.86,0.1477
12,60.0,1.0,1.0,3.0,ICICIBANK,35,20.0,-1213.84,0.2781
12,60.0,1.0,1.0,3.0,SBIN,54,20.37,-2070.41,0.2564
12,60.0,1.0,1.0,3.0,LT,49,26.53,-1117.83,0.4903
12,60.0,1.0,1.0,3.0,AXISBANK,44,31.82,-719.73,0.6522
12,60.0,1.0,1.0,3.0,ITC,70,4.29,-3877.58,0.0364
12,60.0,1.0,1.0,3.0,BHARTIARTL,44,13.64,-2064.18,0.1647
12,60.0,1.0,1.2,2.0,RELIANCE,61,37.7,-1272.12,0.4923
12,60.0,1.0,1.2,2.0,TCS,44,25.0,-1637.67,0.2299
12,60.0,1.0,1.2,2.0,INFY,36,25.0,-1384.32,0.3215
12,60.0,1.0,1.2,2.0,HDFCBANK,49,26.53,-1760.17,0.2564
12,60.0,1.0,1.2,2.0,ICICIBANK,35,22.86,-1446.46,0.1941
12,60.0,1.0,1.2,2.0,SBIN,54,27.78,-1877.21,0.3031
12,60.0,1.0,1.2,2.0,LT,49,34.69,-1160.74,0.4608
12,60.0,1.0,1.2,2.0,AXISBANK,44,43.18,-665.41,0.6616
12,60.0,1.0,1.2,2.0,ITC,70,14.29,-3574.53,0.1066
12,60.0,1.0,1.2,2.0,BHARTIARTL,44,22.73,-1892.36,0.2136
12,60.0,1.0,1.2,2.5,RELIANCE,61,36.07,-986.41,0.6165
12,60.0,1.0,1.2,2.5,TCS,44,22.73,-1626.85,0.2625
12,60.0,1.0,1.2,2.5,INFY,36,13.89,-1877.36,0.1973
12,60.0,1.0,1.2,2.5,HDFCBANK,49,20.41,-1849.2,0.2641
12,60.0,1.0,1.2,2.5,ICICIBANK,35,22.86,-1296.45,0.2776
12,60.0,1.0,1.2,2.5,SBIN,54,22.22,-2022.88,0.2812
12,60.0,1.0,1.2,2.5,LT,49,28.57,-1243.26,0.4752
12,60.0,1.0,1.2,2.5,AXISBANK,44,38.64,-462.66,0.7745
12,60.0,1.0,1.2,2.5,ITC,70,12.86,-3639.03,0.104
12,60.0,1.0,1.2,2.5,BHARTIARTL,44,22.73,-1734.48,0.2809
12,60.0,1.0,1.2,3.0,RELIANCE,61,34.43,-813.11,0.6855
12,60.0,1.0,1.2,3.0,TCS,44,22.73,-1460.58,0.3379
12,60.0,1.0,1.2,3.0,INFY,36,13.89,-1755.22,0.2496
12,60.0,1.0,1.2,3.0,HDFCBANK,49,20.41,-1669.03,0.3367
12,60.0,1.0,1.2,3.0,ICICIBANK,35,20.0,-1365.77,0.2726
12,60.0,1.0,1.2,3.0,SBIN,54,18.52,-2115.87,0.2776
12,60.0,1.0,1.2,3.0,LT,49,24.49,-1229.14,0.5003
12,60.0,1.0,1.2,3.0,AXISBANK,44,31.82,-707.64,0.6771
12,60.0,1.0,1.2,3.0,ITC,70,12.86,-3568.82,0.1216
12,60.0,1.0,1.2,3.0,BHARTIARTL,44,22.73,-1610.6,0.3322
12,60.0,1.5,1.0,2.0,RELIANCE,35,31.43,-1098.7,0.2612
12,60.0,1.5,1.0,2.0,TCS,32,31.25,-940.06,0.2492
12,60.0,1.5,1.0,2.0,INFY,19,26.32,-714.25,0.2497
